Mating System: Maternal Dominant Sporophytic Self Incompatibility, with Distance-Dependent Pollination

Runs=50, Generations=500, Initial PopSize=250, Safe Sites=0.250, First Reproduction=2
Maximum Per-Capita Ovule Production=100.000, Seed Establishment=0.050, Deathrate=0.050
Pollen Dispersal Range=142, Seed Dispersal Range=50, SI Alleles=10, Neutral Alleles=3

GEN	NPOLL	ERR1	VPOLL	ERR2	SDS1	ERR3	VFSD1	ERR4	VMSD1	ERR5	SDS2	ERR6	VFSD2	ERR7	VMSD2	ERR8
393	0.724	0.068	0.521	0.061	31.217	3.221	20685.586	5529.800	1521.944	147.075	0.023	0.009	0.024	0.010	0.022	0.009
394	0.737	0.065	0.517	0.061	31.559	3.122	20250.592	5319.524	1562.047	144.383	0.022	0.008	0.034	0.014	0.024	0.009
395	0.716	0.069	0.472	0.056	29.340	3.373	20161.041	5361.825	1398.173	155.428	0.017	0.006	0.030	0.012	0.019	0.007
396	0.693	0.070	0.484	0.057	27.929	3.362	18743.342	5149.537	1366.611	161.738	0.029	0.012	0.045	0.019	0.037	0.016
397	0.675	0.068	0.500	0.062	27.345	3.301	18192.020	5041.033	1381.545	167.959	0.015	0.005	0.023	0.009	0.019	0.008
398	0.658	0.073	0.483	0.060	26.209	3.382	17391.051	4696.018	1269.486	161.480	0.017	0.007	0.028	0.013	0.017	0.006
399	0.665	0.070	0.492	0.059	26.470	3.353	17544.264	4839.458	1272.892	158.339	0.007	0.004	0.011	0.008	0.012	0.008
400	0.645	0.073	0.475	0.061	25.997	3.368	16436.223	4392.710	1250.693	160.392	0.014	0.006	0.026	0.014	0.014	0.006
401	0.637	0.072	0.483	0.062	24.805	3.200	12637.186	2788.375	1221.711	159.151	0.011	0.005	0.011	0.005	0.011	0.005
402	0.618	0.076	0.442	0.059	24.061	3.496	12968.752	2960.292	1107.630	155.741	0.016	0.007	0.016	0.007	0.016	0.007
403	0.643	0.071	0.431	0.054	25.530	3.485	12524.354	2789.547	1166.526	149.124	0.012	0.006	0.012	0.006	0.012	0.006
404	0.627	0.072	0.432	0.054	24.865	3.523	12092.045	2672.926	1145.114	152.919	0.009	0.005	0.012	0.007	0.009	0.005
405	0.632	0.071	0.432	0.054	26.583	3.880	13431.304	2936.264	1133.837	154.783	0.016	0.008	0.027	0.015	0.015	0.007
406	0.611	0.075	0.435	0.058	26.325	3.964	12971.719	2957.874	1109.642	157.476	0.027	0.009	0.040	0.016	0.033	0.014
407	0.598	0.074	0.429	0.056	22.270	3.384	8899.276	2315.160	1065.927	163.264	0.006	0.005	0.006	0.005	0.006	0.005
408	0.606	0.073	0.445	0.055	22.251	3.415	8344.736	2127.475	1072.450	162.647	0.007	0.004	0.011	0.008	0.007	0.004
409	0.605	0.075	0.446	0.055	22.172	3.450	7872.242	2183.927	1059.318	160.365	0.010	0.006	0.015	0.012	0.009	0.006
410	0.626	0.075	0.487	0.056	23.883	3.693	8473.479	2332.283	1114.682	166.473	0.002	0.002	0.002	0.002	0.002	0.002
411	0.628	0.078	0.486	0.059	24.777	3.855	8582.884	2544.769	1170.941	167.963	0.005	0.004	0.005	0.004	0.005	0.004
412	0.643	0.084	0.476	0.062	26.341	4.091	8607.912	2481.101	1191.841	168.504	0.019	0.008	0.019	0.008	0.019	0.008
413	0.662	0.085	0.470	0.063	27.312	4.088	8924.145	2450.462	1217.425	171.262	0.004	0.003	0.004	0.003	0.004	0.003
414	0.662	0.087	0.468	0.061	27.954	4.192	9091.783	2405.872	1205.789	163.760	0.003	0.003	0.003	0.003	0.003	0.003
415	0.671	0.086	0.478	0.061	28.330	4.162	9078.955	2352.248	1244.483	166.274	0.017	0.012	0.017	0.012	0.017	0.012
416	0.681	0.090	0.494	0.065	29.568	4.282	9434.533	2454.845	1280.626	164.371	0.008	0.004	0.008	0.004	0.008	0.004
417	0.709	0.091	0.487	0.066	30.287	4.425	9074.123	2232.392	1260.702	168.335	0.018	0.009	0.018	0.009	0.018	0.009
418	0.739	0.096	0.511	0.068	32.889	4.659	9572.442	2349.614	1331.186	171.725	0.033	0.017	0.052	0.030	0.029	0.015
419	0.725	0.096	0.527	0.072	31.975	4.631	8993.510	2448.179	1321.027	175.490	0.013	0.008	0.013	0.008	0.013	0.008
420	0.671	0.092	0.502	0.074	30.863	4.267	8437.380	2030.916	1366.367	171.883	0.020	0.009	0.020	0.009	0.020	0.009
421	0.604	0.086	0.435	0.071	27.480	4.181	7976.118	2039.446	1182.745	168.579	0.009	0.007	0.009	0.006	0.009	0.006
422	0.598	0.080	0.435	0.073	26.923	4.100	6967.046	1969.323	1162.479	170.031	0.007	0.005	0.007	0.005	0.007	0.005
423	0.529	0.070	0.367	0.062	23.806	4.155	6728.877	1889.077	990.565	173.849	0.004	0.004	0.004	0.004	0.004	0.004
424	0.504	0.074	0.360	0.069	23.273	4.025	6288.302	1828.992	1004.051	181.453	0.006	0.004	0.006	0.004	0.006	0.004
425	0.521	0.074	0.362	0.063	24.007	4.055	6207.127	1904.726	1060.658	184.033	0.014	0.010	0.014	0.010	0.014	0.010
426	0.516	0.075	0.314	0.055	23.645	4.290	6080.531	1960.630	966.314	172.908	0.003	0.003	0.003	0.003	0.003	0.003
427	0.516	0.071	0.321	0.058	23.334	4.254	5898.555	1958.268	901.882	161.931	0.014	0.010	0.014	0.010	0.014	0.010
428	0.512	0.071	0.357	0.067	23.332	4.242	5578.243	1809.744	928.542	170.419	0.022	0.011	0.030	0.018	0.021	0.010
429	0.563	0.092	0.364	0.070	24.628	4.537	6442.129	2331.928	1015.994	183.088	0.006	0.006	0.006	0.006	0.006	0.006
430	0.522	0.086	0.351	0.065	22.681	4.529	5877.718	2347.878	915.525	185.714	0.000	0.000	0.000	0.000	0.000	0.000
431	0.528	0.089	0.343	0.065	22.778	4.432	5974.339	2397.550	958.327	191.902	0.014	0.008	0.014	0.008	0.014	0.008
432	0.548	0.100	0.372	0.059	20.811	4.629	6121.155	2665.226	878.979	180.784	0.004	0.004	0.004	0.004	0.004	0.004
433	0.500	0.100	0.349	0.061	18.795	4.573	5621.133	2521.340	802.429	190.156	0.008	0.006	0.008	0.006	0.008	0.006
434	0.508	0.095	0.349	0.059	20.351	4.782	5930.666	2510.969	866.412	205.495	0.019	0.014	0.019	0.014	0.019	0.014
435	0.497	0.095	0.409	0.082	20.976	4.666	5263.722	2252.467	1037.161	241.561	0.015	0.015	0.030	0.030	0.030	0.030
436	0.554	0.091	0.493	0.091	21.891	4.906	5037.697	2276.065	1055.619	261.532	0.004	0.004	0.004	0.004	0.004	0.004
437	0.478	0.098	0.340	0.063	18.478	5.056	5117.443	2321.444	736.471	195.104	0.011	0.011	0.011	0.011	0.011	0.011
438	0.476	0.096	0.334	0.061	20.030	5.204	5540.188	2463.351	805.838	197.730	0.000	0.000	0.000	0.000	0.000	0.000
439	0.541	0.092	0.381	0.059	21.818	5.416	6134.616	2711.663	855.490	200.397	0.016	0.012	0.016	0.012	0.016	0.012
440	0.554	0.101	0.370	0.062	24.016	5.903	7243.163	3247.230	907.973	203.380	0.000	0.000	0.000	0.000	0.000	0.000
441	0.514	0.104	0.321	0.063	21.121	5.775	7058.039	3304.164	808.870	205.846	0.000	0.000	0.000	0.000	0.000	0.000
442	0.533	0.096	0.341	0.060	21.013	5.721	6726.343	3128.602	811.671	205.878	0.042	0.032	0.042	0.032	0.042	0.032
443	0.497	0.111	0.286	0.064	20.839	6.003	6194.539	2895.085	754.243	197.479	0.000	0.000	0.000	0.000	0.000	0.000
444	0.488	0.083	0.281	0.052	20.344	5.524	5337.741	2547.594	691.806	182.591	0.000	0.000	0.000	0.000	0.000	0.000
445	0.461	0.092	0.244	0.052	18.259	5.433	5027.695	2610.431	604.695	172.145	0.000	0.000	0.000	0.000	0.000	0.000
446	0.417	0.095	0.222	0.054	18.401	5.698	5296.241	2763.461	606.232	171.660	0.011	0.011	0.011	0.011	0.011	0.011
447	0.442	0.095	0.247	0.055	17.452	4.964	3551.795	2291.269	645.810	183.335	0.000	0.000	0.000	0.000	0.000	0.000
448	0.454	0.094	0.280	0.061	18.079	5.141	3828.527	2378.517	723.612	223.473	0.000	0.000	0.000	0.000	0.000	0.000
449	0.340	0.102	0.247	0.084	14.494	5.376	3486.110	2404.708	621.582	249.316	0.000	0.000	0.000	0.000	0.000	0.000
450	0.347	0.099	0.273	0.087	13.458	5.082	2799.486	2173.857	610.514	240.235	0.000	0.000	0.000	0.000	0.000	0.000
451	0.292	0.099	0.245	0.090	12.247	5.273	2981.922	2454.257	544.496	239.878	0.000	0.000	0.000	0.000	0.000	0.000
452	0.264	0.104	0.231	0.112	13.850	5.769	3362.116	2611.105	660.330	297.776	0.000	0.000	0.000	0.000	0.000	0.000
453	0.264	0.104	0.231	0.112	13.725	5.655	3224.454	2567.024	670.158	299.044	0.000	0.000	0.000	0.000	0.000	0.000
454	0.292	0.099	0.287	0.114	11.461	5.526	2969.204	2522.371	563.769	297.059	0.008	0.008	0.008	0.008	0.008	0.008
455	0.273	0.104	0.207	0.073	8.445	5.547	3076.019	2811.337	238.363	162.528	0.000	0.000	0.000	0.000	0.000	0.000
456	0.291	0.104	0.232	0.079	9.014	5.754	3163.536	2827.093	296.515	200.624	0.000	0.000	0.000	0.000	0.000	0.000
457	0.263	0.169	0.137	0.089	14.919	9.886	5589.583	4952.918	456.016	319.752	0.000	0.000	0.000	0.000	0.000	0.000
458	0.263	0.169	0.137	0.089	15.202	9.951	5478.301	4756.042	457.034	308.435	0.000	0.000	0.000	0.000	0.000	0.000
459	0.244	0.156	0.122	0.078	14.644	9.450	4659.400	3908.626	455.511	302.493	0.000	0.000	0.000	0.000	0.000	0.000
460	0.244	0.156	0.122	0.078	15.156	9.676	4807.877	3913.811	495.804	319.493	0.000	0.000	0.000	0.000	0.000	0.000
461	0.244	0.156	0.122	0.078	15.150	9.623	4604.017	3649.412	508.443	322.651	0.000	0.000	0.000	0.000	0.000	0.000
462	0.244	0.156	0.122	0.078	15.167	9.662	4685.833	3768.319	500.241	319.330	0.000	0.000	0.000	0.000	0.000	0.000
463	0.217	0.142	0.150	0.096	8.550	8.254	3763.150	3762.250	268.928	268.029	0.000	0.000	0.000	0.000	0.000	0.000
464	0.217	0.142	0.150	0.096	8.450	8.350	3860.261	3860.161	274.372	274.272	0.000	0.000	0.000	0.000	0.000	0.000
465	0.231	0.155	0.185	0.118	5.361	5.262	672.417	672.317	268.917	268.817	0.000	0.000	0.000	0.000	0.000	0.000
466	0.219	0.219	0.174	0.174	7.844	7.844	865.638	865.638	464.853	464.853	0.031	0.031	0.031	0.031	0.031	0.031
467	0.219	0.219	0.174	0.174	8.594	8.594	1022.281	1022.281	444.138	444.138	0.000	0.000	0.000	0.000	0.000	0.000
468	0.194	0.194	0.174	0.174	7.444	7.444	949.424	949.424	424.299	424.299	0.000	0.000	0.000	0.000	0.000	0.000
469	0.156	0.156	0.138	0.138	5.375	5.375	396.857	396.857	289.000	289.000	0.000	0.000	0.000	0.000	0.000	0.000
470	0.143	0.143	0.155	0.155	5.536	5.536	366.702	366.702	337.702	337.702	0.000	0.000	0.000	0.000	0.000	0.000
471	0.143	0.143	0.155	0.155	5.393	5.393	339.821	339.821	335.655	335.655	0.000	0.000	0.000	0.000	0.000	0.000
472	0.143	0.143	0.155	0.155	5.357	5.357	335.571	335.571	337.821	337.821	0.000	0.000	0.000	0.000	0.000	0.000
473	0.143	0.143	0.155	0.155	5.357	5.357	335.155	335.155	335.571	335.571	0.000	0.000	0.000	0.000	0.000	0.000
474	0.222	0.222	0.222	0.222	8.000	8.000	465.600	465.600	501.333	501.333	0.000	0.000	0.000	0.000	0.000	0.000
475	0.222	0.222	0.222	0.222	8.833	8.833	563.433	563.433	504.500	504.500	0.000	0.000	0.000	0.000	0.000	0.000
476	0.200	0.200	0.100	0.100	8.267	8.267	385.900	385.900	245.900	245.900	0.000	0.000	0.000	0.000	0.000	0.000
477	0.200	0.200	0.100	0.100	9.600	9.600	518.567	518.567	308.567	308.567	0.000	0.000	0.000	0.000	0.000	0.000
478	0.200	0.200	0.100	0.100	8.800	8.800	435.767	435.767	261.767	261.767	0.000	0.000	0.000	0.000	0.000	0.000
479	0.200	0.200	0.100	0.100	9.667	9.667	540.667	540.667	378.667	378.667	0.000	0.000	0.000	0.000	0.000	0.000
480	0.200	0.200	0.100	0.100	8.533	8.533	409.767	409.767	259.433	259.433	0.000	0.000	0.000	0.000	0.000	0.000
481	0.200	0.200	0.100	0.100	8.000	8.000	361.500	361.500	226.167	226.167	0.000	0.000	0.000	0.000	0.000	0.000
482	0.300	0.300	0.150	0.150	11.700	11.700	514.900	514.900	296.400	296.400	0.000	0.000	0.000	0.000	0.000	0.000
483	0.600	.	0.300	.	24.400	.	1118.300	.	683.300	.	0.000	.	0.000	.	0.000	.
484	0.600	.	0.300	.	27.000	.	1367.000	.	793.500	.	0.000	.	0.000	.	0.000	.
485	0.600	.	0.300	.	25.000	.	1172.000	.	692.000	.	0.000	.	0.000	.	0.000	.
486	0.600	.	0.300	.	25.800	.	1249.200	.	763.200	.	0.000	.	0.000	.	0.000	.
487	0.600	.	0.300	.	30.600	.	1756.800	.	1074.800	.	0.200	.	0.200	.	0.200	.
488	0.600	.	0.300	.	24.600	.	1134.800	.	654.800	.	0.000	.	0.000	.	0.000	.
489	0.667	.	0.267	.	25.000	.	1519.600	.	794.800	.	0.000	.	0.000	.	0.000	.
490	0.667	.	0.267	.	25.000	.	1567.600	.	822.000	.	0.000	.	0.000	.	0.000	.
491	0.667	.	0.267	.	24.667	.	1538.667	.	789.067	.	0.000	.	0.000	.	0.000	.
492	0.600	.	0.300	.	21.400	.	1354.800	.	682.800	.	0.000	.	0.000	.	0.000	.
493	0.500	.	0.333	.	24.250	.	821.583	.	821.583	.	0.000	.	0.000	.	0.000	.
494	0.333	.	0.333	.	20.667	.	1281.333	.	1281.333	.	0.000	.	0.000	.	0.000	.
495	0.333	.	0.333	.	21.667	.	1408.333	.	1408.333	.	0.000	.	0.000	.	0.000	.
496	0.333	.	0.333	.	23.333	.	1633.333	.	1633.333	.	0.000	.	0.000	.	0.000	.
497	0.333	.	0.333	.	21.333	.	1365.333	.	1365.333	.	0.000	.	0.000	.	0.000	.
498	0.333	.	0.333	.	18.000	.	972.000	.	972.000	.	0.000	.	0.000	.	0.000	.
499	0.333	.	0.333	.	20.667	.	1281.333	.	1281.333	.	0.000	.	0.000	.	0.000	.
500	0.333	.	0.333	.	23.333	.	1633.333	.	1633.333	.	0.000	.	0.000	.	0.000	.
