Mating System: Maternal Dominant Sporophytic Self Incompatibility, with Distance-Dependent Pollination

Runs=100, Generations=500, Initial PopSize=250, Safe Sites=0.250, First Reproduction=2
Maximum Per-Capita Ovule Production=100.000, Seed Establishment=0.050, Deathrate=0.050
Pollen Dispersal Range=142, Seed Dispersal Range=50, SI Alleles=10, Neutral Alleles=3

GEN	NRUN	NGENE	ERR1	SGENE	ERR2	NVAR	ERR3	SVAR	ERR4	HO	ERR5	HE	ERR6	FIS	ERR7
445	100	1.810	0.059	3.370	0.164	0.170	0.009	-0.207	0.018	0.087	0.007	0.275	0.007	0.719	0.017
446	100	1.816	0.059	3.380	0.160	0.170	0.009	-0.209	0.018	0.087	0.007	0.276	0.007	0.719	0.017
447	100	1.798	0.058	3.340	0.156	0.170	0.009	-0.210	0.018	0.086	0.007	0.275	0.007	0.720	0.017
448	100	1.796	0.059	3.330	0.154	0.169	0.009	-0.210	0.018	0.086	0.007	0.275	0.007	0.720	0.017
449	100	1.798	0.061	3.340	0.156	0.168	0.009	-0.212	0.018	0.086	0.007	0.275	0.007	0.721	0.017
450	100	1.798	0.060	3.350	0.160	0.169	0.009	-0.215	0.018	0.087	0.007	0.276	0.007	0.717	0.017
451	100	1.802	0.060	3.380	0.160	0.168	0.009	-0.210	0.018	0.087	0.007	0.276	0.007	0.716	0.017
452	100	1.792	0.060	3.380	0.161	0.164	0.009	-0.210	0.018	0.088	0.007	0.276	0.007	0.716	0.017
453	100	1.806	0.060	3.430	0.159	0.164	0.009	-0.199	0.018	0.089	0.007	0.277	0.007	0.714	0.017
454	100	1.790	0.059	3.410	0.157	0.163	0.009	-0.200	0.018	0.087	0.007	0.276	0.007	0.717	0.017
455	100	1.808	0.059	3.460	0.159	0.167	0.009	-0.195	0.017	0.087	0.007	0.276	0.007	0.715	0.017
456	100	1.802	0.058	3.430	0.155	0.168	0.009	-0.195	0.017	0.087	0.007	0.276	0.007	0.715	0.017
457	100	1.822	0.058	3.470	0.150	0.171	0.009	-0.193	0.017	0.087	0.007	0.276	0.007	0.715	0.017
458	100	1.824	0.060	3.460	0.150	0.172	0.009	-0.194	0.017	0.087	0.007	0.276	0.007	0.715	0.016
459	100	1.834	0.060	3.470	0.153	0.175	0.009	-0.188	0.017	0.087	0.007	0.276	0.007	0.715	0.016
460	100	1.830	0.060	3.470	0.153	0.176	0.009	-0.188	0.017	0.087	0.006	0.276	0.007	0.715	0.016
461	100	1.812	0.058	3.420	0.150	0.175	0.009	-0.192	0.017	0.087	0.007	0.276	0.007	0.714	0.016
462	100	1.814	0.059	3.460	0.151	0.173	0.009	-0.188	0.017	0.088	0.006	0.276	0.007	0.712	0.016
463	100	1.790	0.056	3.430	0.149	0.169	0.009	-0.191	0.017	0.088	0.006	0.277	0.007	0.711	0.016
464	100	1.816	0.059	3.520	0.154	0.170	0.009	-0.182	0.017	0.088	0.006	0.277	0.007	0.710	0.016
465	100	1.824	0.061	3.530	0.156	0.167	0.009	-0.182	0.017	0.087	0.006	0.276	0.007	0.712	0.015
466	100	1.828	0.061	3.550	0.158	0.166	0.009	-0.179	0.017	0.088	0.006	0.277	0.007	0.711	0.015
467	100	1.820	0.061	3.560	0.159	0.166	0.009	-0.179	0.017	0.088	0.006	0.277	0.007	0.712	0.015
468	100	1.816	0.061	3.540	0.157	0.167	0.009	-0.179	0.017	0.088	0.006	0.277	0.007	0.711	0.016
469	100	1.822	0.064	3.580	0.159	0.165	0.009	-0.175	0.016	0.087	0.006	0.276	0.007	0.712	0.016
470	100	1.832	0.065	3.620	0.160	0.164	0.009	-0.170	0.016	0.086	0.006	0.276	0.007	0.715	0.015
471	100	1.828	0.061	3.630	0.158	0.164	0.009	-0.169	0.016	0.086	0.006	0.275	0.007	0.716	0.016
472	100	1.834	0.062	3.640	0.153	0.165	0.009	-0.165	0.016	0.085	0.006	0.275	0.007	0.716	0.015
473	100	1.828	0.061	3.620	0.152	0.165	0.009	-0.168	0.016	0.085	0.006	0.274	0.007	0.716	0.016
474	100	1.818	0.062	3.590	0.149	0.165	0.009	-0.171	0.016	0.086	0.006	0.275	0.007	0.716	0.016
475	100	1.812	0.062	3.590	0.149	0.166	0.009	-0.171	0.016	0.085	0.006	0.274	0.007	0.717	0.016
476	100	1.800	0.059	3.560	0.144	0.167	0.010	-0.172	0.016	0.084	0.006	0.274	0.007	0.720	0.016
477	100	1.804	0.061	3.550	0.147	0.167	0.010	-0.168	0.016	0.085	0.006	0.274	0.007	0.719	0.016
478	100	1.838	0.066	3.610	0.149	0.167	0.009	-0.162	0.016	0.086	0.006	0.274	0.007	0.718	0.016
479	100	1.826	0.067	3.610	0.149	0.167	0.009	-0.162	0.016	0.085	0.006	0.273	0.007	0.720	0.017
480	100	1.816	0.065	3.590	0.149	0.167	0.009	-0.165	0.016	0.085	0.006	0.273	0.007	0.721	0.017
481	100	1.838	0.067	3.660	0.156	0.165	0.010	-0.155	0.016	0.085	0.006	0.273	0.007	0.719	0.017
482	100	1.820	0.064	3.620	0.153	0.167	0.009	-0.157	0.016	0.084	0.006	0.272	0.007	0.722	0.016
483	100	1.804	0.064	3.600	0.147	0.167	0.010	-0.157	0.016	0.083	0.006	0.272	0.007	0.723	0.016
484	100	1.810	0.065	3.640	0.151	0.171	0.009	-0.155	0.016	0.083	0.006	0.271	0.007	0.722	0.016
485	100	1.798	0.064	3.620	0.152	0.170	0.009	-0.151	0.016	0.082	0.006	0.270	0.006	0.724	0.016
486	100	1.790	0.063	3.610	0.152	0.170	0.009	-0.151	0.016	0.082	0.006	0.270	0.006	0.724	0.016
487	100	1.774	0.062	3.540	0.147	0.169	0.009	-0.148	0.015	0.081	0.006	0.269	0.006	0.727	0.016
488	100	1.776	0.064	3.560	0.149	0.169	0.009	-0.148	0.015	0.080	0.006	0.268	0.006	0.730	0.016
489	100	1.766	0.064	3.530	0.151	0.171	0.009	-0.146	0.015	0.079	0.006	0.267	0.006	0.732	0.016
490	100	1.780	0.063	3.520	0.148	0.174	0.009	-0.152	0.015	0.078	0.006	0.266	0.006	0.734	0.016
491	100	1.772	0.064	3.510	0.148	0.171	0.009	-0.152	0.015	0.077	0.006	0.266	0.006	0.735	0.016
492	100	1.772	0.065	3.500	0.149	0.173	0.009	-0.156	0.016	0.077	0.006	0.265	0.006	0.737	0.016
493	100	1.766	0.065	3.490	0.149	0.171	0.009	-0.156	0.016	0.077	0.006	0.265	0.006	0.738	0.015
494	100	1.762	0.063	3.480	0.150	0.171	0.009	-0.157	0.016	0.075	0.006	0.264	0.006	0.741	0.015
495	100	1.762	0.064	3.500	0.145	0.175	0.009	-0.158	0.016	0.075	0.006	0.264	0.006	0.742	0.015
496	100	1.790	0.064	3.590	0.146	0.176	0.009	-0.157	0.016	0.075	0.006	0.263	0.006	0.741	0.015
497	100	1.798	0.064	3.600	0.146	0.175	0.009	-0.156	0.016	0.075	0.006	0.263	0.006	0.741	0.015
498	100	1.790	0.064	3.580	0.146	0.174	0.009	-0.159	0.016	0.076	0.006	0.264	0.006	0.740	0.015
499	100	1.786	0.064	3.560	0.149	0.174	0.009	-0.158	0.016	0.076	0.006	0.263	0.006	0.740	0.016
500	100	1.780	0.064	3.540	0.149	0.176	0.009	-0.159	0.016	0.075	0.006	0.263	0.006	0.740	0.015
