Mating System: Maternal Dominant Sporophytic Self Incompatibility, with Distance-Dependent Pollination

Runs=50, Generations=500, Initial PopSize=250, Safe Sites=0.250, First Reproduction=2
Maximum Per-Capita Ovule Production=100.000, Seed Establishment=0.050, Deathrate=0.050
Pollen Dispersal Range=142, Seed Dispersal Range=50, SI Alleles=10, Neutral Alleles=3

GEN	NRUN	NGENE	ERR1	SGENE	ERR2	NVAR	ERR3	SVAR	ERR4	HO	ERR5	HE	ERR6	FIS	ERR7
445	50	1.304	0.053	2.260	0.136	0.163	0.015	-0.246	0.028	0.055	0.008	0.241	0.007	0.796	0.024
446	50	1.304	0.053	2.240	0.136	0.162	0.015	-0.252	0.028	0.055	0.008	0.241	0.007	0.795	0.024
447	50	1.308	0.054	2.220	0.135	0.161	0.015	-0.259	0.028	0.055	0.008	0.241	0.007	0.797	0.025
448	49	1.306	0.055	2.224	0.134	0.161	0.015	-0.244	0.029	0.050	0.006	0.238	0.006	0.806	0.023
449	49	1.286	0.052	2.184	0.136	0.157	0.015	-0.240	0.029	0.050	0.007	0.238	0.006	0.808	0.023
450	49	1.278	0.051	2.184	0.136	0.153	0.014	-0.239	0.029	0.050	0.007	0.238	0.006	0.807	0.023
451	49	1.269	0.051	2.143	0.140	0.149	0.014	-0.220	0.029	0.050	0.007	0.238	0.006	0.809	0.023
452	49	1.261	0.052	2.122	0.139	0.145	0.014	-0.226	0.029	0.049	0.007	0.237	0.006	0.811	0.023
453	49	1.249	0.051	2.122	0.139	0.141	0.013	-0.226	0.029	0.048	0.007	0.236	0.006	0.816	0.023
454	49	1.249	0.051	2.102	0.138	0.141	0.013	-0.233	0.029	0.049	0.007	0.237	0.006	0.814	0.023
455	49	1.249	0.051	2.102	0.138	0.141	0.013	-0.233	0.029	0.048	0.007	0.237	0.006	0.815	0.023
456	49	1.245	0.050	2.102	0.138	0.142	0.013	-0.233	0.029	0.048	0.007	0.236	0.006	0.814	0.023
457	49	1.245	0.050	2.102	0.138	0.142	0.013	-0.233	0.029	0.048	0.007	0.236	0.006	0.816	0.023
458	49	1.241	0.050	2.082	0.136	0.140	0.013	-0.239	0.030	0.048	0.007	0.236	0.006	0.816	0.023
459	49	1.241	0.050	2.082	0.136	0.140	0.013	-0.239	0.030	0.048	0.007	0.236	0.006	0.816	0.023
460	49	1.229	0.049	2.082	0.136	0.139	0.013	-0.240	0.030	0.048	0.007	0.236	0.006	0.816	0.022
461	49	1.220	0.049	2.082	0.136	0.138	0.013	-0.240	0.030	0.047	0.007	0.235	0.006	0.821	0.023
462	49	1.196	0.043	2.020	0.115	0.137	0.014	-0.247	0.030	0.047	0.007	0.236	0.006	0.818	0.023
463	49	1.196	0.043	2.000	0.113	0.137	0.014	-0.253	0.030	0.048	0.007	0.236	0.006	0.818	0.023
464	49	1.188	0.043	2.000	0.113	0.135	0.014	-0.252	0.030	0.048	0.007	0.236	0.006	0.818	0.023
465	49	1.184	0.043	1.980	0.111	0.134	0.014	-0.259	0.030	0.048	0.007	0.236	0.006	0.818	0.023
466	49	1.184	0.043	1.959	0.113	0.134	0.014	-0.249	0.030	0.047	0.007	0.235	0.006	0.819	0.023
467	49	1.171	0.042	1.959	0.113	0.128	0.013	-0.249	0.030	0.047	0.007	0.236	0.006	0.822	0.023
468	49	1.159	0.042	1.939	0.111	0.124	0.014	-0.256	0.031	0.045	0.007	0.235	0.006	0.828	0.023
469	49	1.155	0.043	1.939	0.111	0.122	0.013	-0.256	0.031	0.046	0.007	0.235	0.006	0.827	0.023
470	48	1.154	0.043	1.917	0.118	0.122	0.014	-0.251	0.031	0.043	0.006	0.234	0.006	0.838	0.021
471	48	1.146	0.044	1.917	0.118	0.117	0.014	-0.250	0.031	0.043	0.006	0.235	0.006	0.837	0.021
472	47	1.153	0.044	1.957	0.114	0.120	0.014	-0.256	0.031	0.044	0.006	0.235	0.006	0.832	0.021
473	47	1.149	0.044	1.936	0.119	0.120	0.014	-0.255	0.031	0.044	0.006	0.235	0.006	0.835	0.021
474	47	1.149	0.044	1.915	0.121	0.120	0.014	-0.244	0.031	0.045	0.007	0.235	0.007	0.830	0.022
475	47	1.132	0.040	1.915	0.121	0.117	0.014	-0.244	0.031	0.045	0.007	0.235	0.007	0.831	0.022
476	47	1.132	0.040	1.894	0.123	0.117	0.014	-0.235	0.031	0.045	0.007	0.235	0.007	0.831	0.021
477	47	1.132	0.040	1.894	0.123	0.117	0.014	-0.235	0.031	0.045	0.006	0.235	0.007	0.830	0.021
478	47	1.123	0.039	1.872	0.124	0.116	0.014	-0.225	0.031	0.044	0.006	0.234	0.006	0.832	0.021
479	47	1.123	0.039	1.872	0.124	0.115	0.014	-0.224	0.031	0.045	0.006	0.235	0.006	0.828	0.021
480	47	1.115	0.037	1.872	0.124	0.113	0.014	-0.225	0.031	0.044	0.006	0.234	0.006	0.831	0.021
481	47	1.102	0.035	1.872	0.124	0.112	0.014	-0.224	0.031	0.044	0.006	0.234	0.007	0.833	0.022
482	47	1.098	0.034	1.851	0.129	0.109	0.013	-0.224	0.031	0.044	0.006	0.234	0.006	0.835	0.022
483	47	1.089	0.033	1.809	0.120	0.105	0.014	-0.233	0.031	0.043	0.006	0.234	0.006	0.838	0.021
484	47	1.089	0.034	1.809	0.120	0.104	0.013	-0.232	0.031	0.041	0.006	0.233	0.006	0.843	0.020
485	47	1.085	0.034	1.809	0.120	0.102	0.014	-0.232	0.031	0.041	0.006	0.233	0.006	0.845	0.020
486	47	1.072	0.034	1.809	0.120	0.096	0.014	-0.232	0.031	0.040	0.006	0.232	0.006	0.847	0.020
487	46	1.078	0.034	1.804	0.127	0.098	0.014	-0.237	0.031	0.041	0.006	0.232	0.007	0.842	0.021
488	46	1.078	0.034	1.804	0.127	0.098	0.014	-0.236	0.031	0.041	0.006	0.233	0.007	0.842	0.021
489	46	1.078	0.034	1.804	0.127	0.099	0.014	-0.237	0.031	0.042	0.006	0.232	0.007	0.838	0.021
490	46	1.078	0.034	1.804	0.127	0.099	0.014	-0.236	0.031	0.043	0.006	0.232	0.007	0.836	0.021
491	46	1.065	0.035	1.783	0.124	0.095	0.014	-0.244	0.032	0.041	0.006	0.231	0.007	0.845	0.022
492	46	1.065	0.035	1.739	0.126	0.096	0.014	-0.225	0.032	0.041	0.006	0.231	0.007	0.843	0.022
493	46	1.061	0.035	1.717	0.123	0.093	0.014	-0.233	0.032	0.041	0.006	0.231	0.007	0.842	0.022
494	46	1.061	0.035	1.717	0.123	0.093	0.014	-0.232	0.032	0.042	0.006	0.232	0.007	0.840	0.023
495	46	1.061	0.035	1.696	0.124	0.093	0.014	-0.222	0.032	0.041	0.006	0.231	0.007	0.841	0.023
496	46	1.052	0.035	1.696	0.124	0.088	0.014	-0.222	0.032	0.040	0.006	0.230	0.007	0.848	0.023
497	45	1.058	0.036	1.733	0.121	0.090	0.014	-0.227	0.033	0.042	0.007	0.231	0.007	0.839	0.023
498	45	1.058	0.036	1.733	0.121	0.091	0.014	-0.226	0.032	0.041	0.007	0.230	0.006	0.840	0.024
499	45	1.058	0.036	1.689	0.118	0.091	0.014	-0.223	0.033	0.041	0.006	0.230	0.006	0.840	0.023
500	45	1.049	0.035	1.667	0.115	0.089	0.015	-0.230	0.033	0.039	0.006	0.229	0.006	0.846	0.023
